match_id,match_name,match_type,city,venue_id,venue,date,team_1,team_2,toss_winner,toss_decision,winner,result,player_of_match
1925,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,223,Dar-es-Salaam,2024-09-25,65,94,94,field,Lesotho,by 112 runs,2256
1926,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,224,Dar-es-Salaam,2024-09-25,44,41,41,field,Malawi,by 9 wickets,1599
1927,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,223,Dar-es-Salaam,2024-09-26,94,89,94,bat,Ghana,by 10 wickets,2904
1928,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,224,Dar-es-Salaam,2024-09-26,65,44,44,field,Cameroon,by 9 wickets,1680
1929,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,223,Dar-es-Salaam,2024-09-26,88,41,88,bat,Tanzania,by 19 runs,3193
1930,Japan tour of South Korea,T20,,225,Incheon,2024-09-25,32,27,32,bat,Japan,by 4 runs,2845
1931,Japan tour of South Korea,T20,,225,Incheon,2024-09-26,32,25,32,bat,Japan,by 47 runs,2196
1932,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,T20,,225,Incheon,2024-09-28,25,32,25,bat,Japan,by 2 wickets,3203
1933,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,T20,,225,Incheon,2024-09-28,8,27,8,bat,Indonesia,by 2 wickets,2235
1934,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,T20,,225,Incheon,2024-09-29,25,27,27,field,Philippines,by 42 runs,2549
1935,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,T20,,225,Incheon,2024-09-29,8,32,8,bat,Japan,by 7 wickets,2197
1936,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,T20,,225,Incheon,2024-10-01,32,27,27,field,Japan,by 53 runs,2196
1937,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,T20,,225,Incheon,2024-10-01,25,8,8,field,Philippines,by 37 runs,2549
1938,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,T20,,225,Incheon,2024-10-02,32,25,32,bat,Japan,by 27 runs,2194
1939,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,T20,,225,Incheon,2024-10-02,27,8,27,bat,Indonesia,by 27 runs,2207
1940,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,T20,,225,Incheon,2024-10-04,27,25,27,bat,Indonesia,by 3 runs,2969
1941,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,T20,,225,Incheon,2024-10-04,32,8,32,bat,Japan,by 108 runs,2196
1942,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,T20,,225,Incheon,2024-10-05,25,8,25,bat,Philippines,by 101 runs,2550
1943,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,T20,,225,Incheon,2024-10-05,32,27,32,bat,Japan,by 144 runs,2196
1944,Namibia T20 Tri-Series,T20,,114,Windhoek,2024-09-29,19,61,61,field,United Arab Emirates,by 40 runs,1537
1945,Namibia T20 Tri-Series,T20,,114,Windhoek,2024-09-30,17,19,17,bat,United States of America,by 15 runs,3162
1946,Namibia T20 Tri-Series,T20,,114,Windhoek,2024-10-01,17,61,17,bat,United States of America,by 13 runs,2814
1947,Namibia T20 Tri-Series,T20,,114,Windhoek,2024-10-02,61,19,61,bat,United Arab Emirates,by 6 wickets,2482
1948,Namibia T20 Tri-Series,T20,,114,Windhoek,2024-10-04,19,17,19,bat,United Arab Emirates,by 6 runs,1075
1949,Namibia T20 Tri-Series,T20,,114,Windhoek,2024-10-05,61,17,61,bat,United States of America,by 6 wickets,2829
1950,Canada T20 Tri-Series,T20,,226,King City,2024-09-28,48,34,34,field,Canada,by 14 runs,846
1951,Canada T20 Tri-Series,T20,,226,King City,2024-09-29,34,42,42,field,Nepal,by 37 runs,1834
1952,Canada T20 Tri-Series,T20,,226,King City,2024-09-30,48,42,42,field,Oman,by 8 wickets,229
1953,Canada T20 Tri-Series,T20,,226,King City,2024-10-01,34,48,48,field,Canada,by 4 wickets,846
1954,Canada T20 Tri-Series,T20,,226,King City,2024-10-02,34,42,42,field,Nepal,by 56 runs,0
1955,Canada T20 Tri-Series,T20,,226,King City,2024-10-03,42,48,48,field,Canada,by 5 wickets,0
1956,West Indies tour of Sri Lanka,T20,,227,Dambulla,2024-10-13,4,28,28,field,West Indies,by 5 wickets,755
1957,West Indies tour of Sri Lanka,T20,,227,Dambulla,2024-10-15,4,28,4,bat,Sri Lanka,by 73 runs,1198
1958,West Indies tour of Sri Lanka,T20,,227,Dambulla,2024-10-17,28,4,28,bat,Sri Lanka,by 9 wickets,25
1959,Serbia tour of Gibraltar,T20,,185,Gibraltar,2024-09-30,92,36,92,bat,Gibraltar,by 7 wickets,1380
1960,Serbia tour of Gibraltar,T20,,185,Gibraltar,2024-09-30,92,36,36,field,Gibraltar,by 8 wickets,972
1961,Nepal tour of United States of America,T20,,205,Dallas,2024-10-17,34,17,17,field,Nepal,by 17 runs,402
1962,Nepal tour of United States of America,T20,,205,Dallas,2024-10-19,34,17,34,bat,"tie,1223",,
1963,Nepal tour of United States of America,T20,,205,Dallas,2024-10-20,17,34,17,bat,Nepal,by 8 wickets,1224
1964,South American Men's Championships,T20,,228,Seropedica,2024-10-12,60,102,102,field,Brazil,by 7 runs,3231
1965,South American Men's Championships,T20,,228,Seropedica,2024-10-13,102,3,3,field,Argentina,by 8 wickets,1749
1966,Bhutan Quadrangular T20I Series,T20,,229,Gelephu,2024-10-19,40,29,29,field,Thailand,by 77 runs,2088
1967,Bhutan Quadrangular T20I Series,T20,,229,Gelephu,2024-10-19,27,71,27,bat,Maldives,by 23 runs,2712
1968,Bhutan Quadrangular T20I Series,T20,,229,Gelephu,2024-10-20,71,29,29,field,Bhutan,by 4 wickets,1000
1969,Bhutan Quadrangular T20I Series,T20,,229,Gelephu,2024-10-20,27,40,27,bat,Thailand,by 6 wickets,2584
1970,Bhutan Quadrangular T20I Series,T20,,229,Gelephu,2024-10-22,40,71,40,bat,Thailand,by 44 runs,2839
1971,Bhutan Quadrangular T20I Series,T20,,229,Gelephu,2024-10-22,29,27,29,bat,Bhutan,by 56 runs,999
1972,Bhutan Quadrangular T20I Series,T20,,229,Gelephu,2024-10-23,40,27,40,bat,Thailand,by 66 runs,2583
1973,Bhutan Quadrangular T20I Series,T20,,229,Gelephu,2024-10-23,29,71,29,bat,Maldives,by 7 wickets,1007
1974,Bhutan Quadrangular T20I Series,T20,,229,Gelephu,2024-10-24,27,29,27,bat,Bhutan,by 1 wickets,3241
1975,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,172,Nairobi,2024-10-19,82,5,5,field,Zimbabwe,by 76 runs,0
1976,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,230,Nairobi,2024-10-19,59,45,45,field,Kenya,by 111 runs,620
1977,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,230,Nairobi,2024-10-24,57,5,57,bat,Rwanda,by 73 runs,3091
1978,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,172,Nairobi,2024-10-24,82,59,82,bat,Zimbabwe,by 61 runs,419
1979,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,230,Nairobi,2024-10-24,77,45,77,bat,Mozambique,by 6 wickets,1665
1980,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,172,Nairobi,2024-10-20,45,82,82,field,Zimbabwe,by 9 wickets,976
1981,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,172,Nairobi,2024-10-20,57,59,57,bat,Kenya,by 5 wickets,646
1982,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,230,Nairobi,2024-10-23,5,59,5,bat,Kenya,by 9 wickets,621
1983,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,172,Nairobi,2024-10-23,57,45,57,bat,Mozambique,by 7 wickets,1665
1984,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,230,Nairobi,2024-10-23,82,77,82,bat,Zimbabwe,by 290 runs,63
1985,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,172,Nairobi,2024-10-22,45,5,45,bat,Mozambique,by 60 runs,1665
1986,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,172,Nairobi,2024-10-22,59,77,59,bat,Kenya,by 129 runs,2145
1987,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,230,Nairobi,2024-10-22,82,57,82,bat,Zimbabwe,by 149 runs,63
1988,Rwanda tour of Malawi,T20,,231,Blantyre,2024-10-09,41,57,41,bat,Rwanda,by 8 wickets,2490
1989,Rwanda tour of Malawi,T20,,231,Blantyre,2024-10-10,41,57,57,field,Rwanda,by 9 wickets,2368
1990,Rwanda tour of Malawi,T20,,231,Blantyre,2024-10-13,41,57,57,field,Rwanda,by 6 wickets,2368
1991,Netherlands tour of Oman,T20,,67,Al Amarat,2024-11-13,62,42,42,field,Oman,by 3 wickets,3220
1992,Netherlands tour of Oman,T20,,67,Al Amarat,2024-11-14,62,42,42,field,Netherlands,by 50 runs,394
1993,Netherlands tour of Oman,T20,,67,Al Amarat,2024-11-16,62,42,42,field,Netherlands,by 29 runs,2873
1994,Seychelles in Kenya T20I Match,T20,,218,Nairobi,2024-10-18,59,5,59,bat,Kenya,by 91 runs,921
1995,New Zealand tour of Sri Lanka,T20,,227,Dambulla,2024-11-09,24,4,24,bat,Sri Lanka,by 4 wickets,1229
1996,New Zealand tour of Sri Lanka,T20,,227,Dambulla,2024-11-10,24,4,4,field,New Zealand,by 5 runs,98
1997,Myanmar tour of Indonesia,T20,,204,Bali,2024-11-12,27,81,81,field,Indonesia,by 136 runs,2805
1998,Myanmar tour of Indonesia,T20,,204,Bali,2024-11-13,81,27,81,bat,Indonesia,by 9 wickets,2205
1999,Myanmar tour of Indonesia,T20,,204,Bali,2024-11-15,81,27,27,field,Indonesia,by 5 wickets,2211
2000,Myanmar tour of Indonesia,T20,,204,Bali,2024-11-16,81,27,81,bat,Indonesia,by 4 wickets,2572
2001,Myanmar tour of Indonesia,T20,,204,Bali,2024-11-17,27,81,27,bat,Indonesia,by 114 runs,2212
2002,Myanmar tour of Indonesia,T20,,204,Bali,2024-11-19,81,27,81,bat,Indonesia,by 4 wickets,2212
2003,ICC Men's T20 World Cup Asia Qualifier B,T20,,142,Doha,2024-11-19,40,51,51,field,Qatar,by 5 wickets,2705
2004,ICC Men's T20 World Cup Asia Qualifier B,T20,,209,Doha,2024-11-19,19,29,29,field,United Arab Emirates,by 63 runs,1537
2005,ICC Men's T20 World Cup Asia Qualifier B,T20,,142,Doha,2024-11-19,78,2,2,field,Bahrain,by 3 runs,1035
2006,ICC Men's T20 World Cup Asia Qualifier B,T20,,142,Doha,2024-11-20,40,68,68,field,Thailand,by 16 runs,2584
2007,ICC Men's T20 World Cup Asia Qualifier B,T20,,209,Doha,2024-11-20,29,51,51,field,Qatar,by 6 wickets,2877
2008,ICC Men's T20 World Cup Asia Qualifier B,T20,,142,Doha,2024-11-20,19,2,19,bat,United Arab Emirates,by 17 runs,2864
2009,ICC Men's T20 World Cup Asia Qualifier B,T20,,142,Doha,2024-11-22,68,19,19,field,United Arab Emirates,by 5 wickets,2485
2010,ICC Men's T20 World Cup Asia Qualifier B,T20,,209,Doha,2024-11-22,78,40,78,bat,Thailand,by 2 wickets,3268
2011,ICC Men's T20 World Cup Asia Qualifier B,T20,,209,Doha,2024-11-22,2,29,29,field,Saudi Arabia,by 85 runs,2842
2012,ICC Men's T20 World Cup Asia Qualifier B,T20,,142,Doha,2024-11-23,78,29,29,field,Bahrain,by 90 runs,1708
2013,ICC Men's T20 World Cup Asia Qualifier B,T20,,209,Doha,2024-11-23,19,40,19,bat,United Arab Emirates,by 155 runs,2864
2014,ICC Men's T20 World Cup Asia Qualifier B,T20,,209,Doha,2024-11-23,51,68,51,bat,Qatar,by 48 runs,1045
2015,ICC Men's T20 World Cup Asia Qualifier B,T20,,142,Doha,2024-11-25,51,78,78,field,Qatar,by 13 runs,0
2016,ICC Men's T20 World Cup Asia Qualifier B,T20,,209,Doha,2024-11-25,68,2,2,field,Saudi Arabia,by 5 wickets,1034
2017,ICC Men's T20 World Cup Asia Qualifier B,T20,,142,Doha,2024-11-25,40,29,40,bat,Thailand,by 7 runs,3268
2018,ICC Men's T20 World Cup Asia Qualifier B,T20,,142,Doha,2024-11-26,40,2,2,field,Saudi Arabia,by 5 wickets,1705
2019,ICC Men's T20 World Cup Asia Qualifier B,T20,,209,Doha,2024-11-26,78,68,68,field,Bahrain,by 49 runs,2351
2020,ICC Men's T20 World Cup Asia Qualifier B,T20,,142,Doha,2024-11-26,19,51,19,bat,United Arab Emirates,by 29 runs,1537
2021,ICC Men's T20 World Cup Asia Qualifier B,T20,,142,Doha,2024-11-28,29,68,68,field,Cambodia,by 5 wickets,2801
2022,ICC Men's T20 World Cup Asia Qualifier B,T20,,209,Doha,2024-11-28,2,51,51,field,Qatar,by 6 wickets,2705
2023,Bahrain tour of Uganda,T20,,232,Jinja,2024-10-28,78,43,43,field,Bahrain,by 17 runs,1056
2024,Bahrain tour of Uganda,T20,,232,Jinja,2024-10-29,78,43,78,bat,Uganda,by 8 wickets,1708
2025,ICC Men's T20 World Cup Asia Qualifier B,T20,,209,Doha,2024-11-28,78,19,78,bat,United Arab Emirates,by 8 wickets,1031
2026,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,T20,,201,Lagos,2024-11-23,7,13,7,bat,Botswana,by 48 runs,609
2027,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,T20,,201,Lagos,2024-11-23,87,74,87,bat,Sierra Leone,by 168 runs,2297
2028,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,T20,,141,Lagos,2024-11-23,21,67,21,bat,Nigeria,by 118 runs,1700
2029,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,T20,,233,Abuja,2024-11-28,74,67,74,bat,St Helena,by 10 wickets,3306
2032,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,T20,,233,Abuja,2024-11-26,67,87,87,field,Sierra Leone,by 4 wickets,2329
2033,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,T20,,233,Abuja,2024-11-26,13,21,13,bat,Nigeria,by 5 wickets,631
2036,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,T20,,233,Abuja,2024-11-27,67,7,67,bat,Botswana,by 9 wickets,1641
2038,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,T20,,141,Lagos,2024-11-24,87,7,87,bat,Botswana,by 5 wickets,605
2039,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,T20,,201,Lagos,2024-11-24,21,74,21,bat,Nigeria,by 264 runs,3092
2040,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,T20,,141,Lagos,2024-11-24,13,67,13,bat,Eswatini,by 48 runs,1041
2041,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,180,Buenos Aires,2024-12-06,1,72,1,bat,Panama,by 10 runs,1765
2042,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,234,Buenos Aires,2024-12-06,26,60,26,bat,Bahamas,by 26 runs,1738
2043,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,182,Buenos Aires,2024-12-07,102,60,102,bat,Mexico,by 47 runs,2767
2044,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,234,Buenos Aires,2024-12-07,3,79,79,field,Argentina,by 5 runs,1758
2045,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,182,Buenos Aires,2024-12-07,52,72,52,bat,Bermuda,by 92 runs,3348
2046,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,234,Buenos Aires,2024-12-07,55,1,55,bat,Cayman Islands,by 83 runs,2416
2047,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,180,Buenos Aires,2024-12-08,1,52,1,bat,Bermuda,by 9 wickets,826
2048,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,182,Buenos Aires,2024-12-08,26,3,26,bat,Bahamas,by 18 runs,2421
2049,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,180,Buenos Aires,2024-12-08,72,60,72,bat,Brazil,by 6 wickets,3227
2050,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,182,Buenos Aires,2024-12-08,55,79,55,bat,Cayman Islands,by 44 runs,2719
2051,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,182,Buenos Aires,2024-12-10,55,72,72,field,Suriname,by 6 wickets,3327
2052,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,180,Buenos Aires,2024-12-10,26,79,79,field,Bahamas,by 3 runs,1744
2053,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,182,Buenos Aires,2024-12-10,102,52,102,bat,Bermuda,by 6 wickets,829
2054,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,180,Buenos Aires,2024-12-10,1,3,1,bat,Argentina,by 6 wickets,1752
2055,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,234,Buenos Aires,2024-12-11,102,55,102,bat,Cayman Islands,by 7 wickets,851
2056,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,182,Buenos Aires,2024-12-11,26,1,26,bat,Bahamas,by 21 runs,2421
2057,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,234,Buenos Aires,2024-12-11,52,60,60,field,Bermuda,by 87 runs,1774
2058,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,182,Buenos Aires,2024-12-11,72,3,72,bat,Argentina,by 6 wickets,1749
2059,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,181,Buenos Aires,2024-12-12,1,60,1,bat,Brazil,by 6 wickets,3228
2060,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,234,Buenos Aires,2024-12-12,72,102,102,field,Mexico,by 8 wickets,3337
2061,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,181,Buenos Aires,2024-12-12,26,55,26,bat,Cayman Islands,by 10 wickets,3350
2062,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,234,Buenos Aires,2024-12-12,52,79,79,field,Bermuda,by 71 runs,870
2063,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,180,Buenos Aires,2024-12-14,55,60,55,bat,Cayman Islands,by 159 runs,851
2064,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,181,Buenos Aires,2024-12-14,26,72,26,bat,Bahamas,by 26 runs,1744
2065,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,180,Buenos Aires,2024-12-14,1,79,1,bat,Belize,by 7 wickets,3342
2066,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,181,Buenos Aires,2024-12-14,3,102,102,field,Argentina,by 23 runs,1758
2067,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,181,Buenos Aires,2024-12-15,60,79,60,bat,Belize,by 6 wickets,3342
2068,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,182,Buenos Aires,2024-12-15,55,3,3,field,Cayman Islands,by 22 runs,857
2069,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,181,Buenos Aires,2024-12-15,52,26,52,bat,Bermuda,by 62 runs,0
2070,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,182,Buenos Aires,2024-12-15,1,102,102,field,Panama,by 48 runs,1768
2071,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,180,Buenos Aires,2024-12-16,52,55,52,bat,Bermuda,by 13 runs,1776
2072,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,234,Buenos Aires,2024-12-16,26,102,26,bat,Bahamas,by 24 runs,1744
2073,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,180,Buenos Aires,2024-12-16,79,72,79,bat,Suriname,by 4 wickets,3349
2074,ICC Men's T20 World Cup Sub Regional Americas Qualifier,T20,,234,Buenos Aires,2024-12-16,3,60,60,field,Argentina,by 11 runs,2407
2089,Bermuda tour of Argentina,T20,,182,Buenos Aires,2024-12-02,52,3,3,field,Bermuda,by 42 runs,3346
2095,Gulf T20I Championship,T20,,139,Dubai,2024-12-13,78,19,78,bat,United Arab Emirates,by 8 wickets,1537
2096,Gulf T20I Championship,T20,,139,Dubai,2024-12-13,2,46,46,field,Kuwait,by 6 wickets,799
2097,Gulf T20I Championship,T20,,139,Dubai,2024-12-14,78,46,46,field,Bahrain,by 4 runs,1056
2098,Gulf T20I Championship,T20,,139,Dubai,2024-12-14,42,51,51,field,Oman,by 35 runs,488
2099,Gulf T20I Championship,T20,,139,Dubai,2024-12-15,19,42,42,field,United Arab Emirates,by 24 runs,1537
2100,Gulf T20I Championship,T20,,139,Dubai,2024-12-15,51,2,2,field,Saudi Arabia,by 9 wickets,1717
2101,Gulf T20I Championship,T20,,139,Dubai,2024-12-16,2,78,78,field,Bahrain,by 8 wickets,1708
2102,Gulf T20I Championship,T20,,139,Dubai,2024-12-16,19,46,19,bat,United Arab Emirates,by 11 runs,2863
2103,Gulf T20I Championship,T20,,139,Dubai,2024-12-17,51,46,46,field,Kuwait,by 6 wickets,1072
2104,Gulf T20I Championship,T20,,139,Dubai,2024-12-17,42,78,78,field,Oman,by 2 runs,237
2105,Gulf T20I Championship,T20,,139,Dubai,2024-12-18,42,2,2,field,Saudi Arabia,by 8 wickets,1034
2106,Gulf T20I Championship,T20,,139,Dubai,2024-12-18,19,51,19,bat,United Arab Emirates,by 23 runs,3274
2107,Gulf T20I Championship,T20,,139,Dubai,2024-12-19,2,19,19,field,Saudi Arabia,by 11 runs,2357
2108,Gulf T20I Championship,T20,,139,Dubai,2024-12-20,78,51,51,field,Qatar,by 6 wickets,3376
2109,Gulf T20I Championship,T20,,139,Dubai,2024-12-20,42,46,42,bat,Kuwait,by 3 wickets,803
2110,Gulf T20I Championship,T20,,17,Dubai,2024-12-21,19,46,19,bat,United Arab Emirates,by 2 runs,2485
2111,Ireland tour of Zimbabwe,T20,,5,Harare,2025-02-22,82,11,11,field,,no result,0
2112,Ireland tour of Zimbabwe,T20,,5,Harare,2025-02-23,11,82,82,field,Zimbabwe,by 3 wickets,819
2113,Ireland tour of Zimbabwe,T20,,5,Harare,2025-02-25,82,11,11,field,,no result,0
2120,Bahrain tour of Indonesia,T20,,204,Bali,2025-02-19,78,27,27,field,Bahrain,by 63 runs,1714
2121,Bahrain tour of Indonesia,T20,,204,Bali,2025-02-20,27,78,78,field,Bahrain,by 10 wickets,941
2122,Bahrain tour of Indonesia,T20,,204,Bali,2025-02-22,78,27,27,field,Indonesia,by 8 wickets,2208
2123,Bahrain tour of Indonesia,T20,,204,Bali,2025-02-23,78,27,27,field,Bahrain,by 112 runs,1052
2124,Bahrain tour of Indonesia,T20,,204,Bali,2025-02-24,27,78,27,bat,Bahrain,by 5 wickets,2205
2125,United States of America in Oman T20I Series,T20,,67,Al Amarat,2025-02-20,42,17,17,field,United States of America,by 7 wickets,3162
2126,United States of America tour of Oman,T20,,67,Al Amarat,2025-02-21,42,17,17,field,United States of America,by 4 wickets,531
2127,United States of America tour of Oman,T20,,67,Al Amarat,2025-02-23,42,17,42,bat,United States of America,by 8 wickets,2829
2128,Bahrain tour of Singapore,T20,,235,Singapore,2025-02-28,78,90,90,field,Bahrain,by 31 runs,1052
2129,Bahrain tour of Singapore,T20,,235,Singapore,2025-03-01,90,78,90,bat,Bahrain,by 7 wickets,2350
2130,Bahrain tour of Singapore,T20,,235,Singapore,2025-03-02,90,78,90,bat,Bahrain,by 8 wickets,1714
2131,Bahrain tour of Singapore,T20,,235,Singapore,2025-03-04,90,78,90,bat,,no result,0
2132,Malaysia Tri-Nation T20I Series,T20,,191,Kuala Lumpur,2025-03-10,63,78,78,field,Bahrain,by 6 wickets,353
2133,Malaysia Tri-Nation T20I Series,T20,,191,Kuala Lumpur,2025-03-11,54,78,54,bat,Bahrain,by 8 wickets,353
2134,Malaysia Tri-Nation T20I Series,T20,,191,Kuala Lumpur,2025-03-12,54,63,54,bat,Hong Kong,by 42 runs,30
2135,Malaysia Tri-Nation T20I Series,T20,,191,Kuala Lumpur,2025-03-13,78,63,63,field,Bahrain,by 35 runs,2350
2136,Malaysia Tri-Nation T20I Series,T20,,191,Kuala Lumpur,2025-03-14,54,78,54,bat,"tie,0",,
2137,Malaysia Tri-Nation T20I Series,T20,,191,Kuala Lumpur,2025-03-17,54,78,54,bat,Bahrain,by 8 wickets,1056
2138,Canada tour of Namibia,T20,,236,Windhoek,2025-03-19,48,61,61,field,Namibia,by 3 wickets,588
2139,Canada tour of Namibia,T20,,236,Windhoek,2025-03-22,48,61,48,bat,Namibia,by 10 wickets,588
2140,Canada tour of Namibia,T20,,236,Windhoek,2025-03-23,48,61,61,field,Namibia,by 8 wickets,1216
2141,,T20,,9,Southampton,2005-06-13,64,14,64,bat,England,by 100 runs,3429
2142,,T20,,8,Auckland,2005-02-17,24,14,14,bat,Australia,by 44 runs,3420
2144,,T20,,10,Bristol,2006-08-28,64,80,64,bat,Pakistan,by 5 wickets,388
2145,,T20,,9,Southampton,2006-06-15,64,4,4,bat,Sri Lanka,by 2 runs,3483
2146,,T20,,56,Brisbane,2006-01-09,14,10,14,bat,Australia,by 95 runs,3421
2147,,T20,,8,Auckland,2006-02-16,24,28,24,field,"tie,3506",,
2149,,T20,,19,,2007-01-09,14,64,14,bat,Australia,by 77 runs,3518
2150,Sri Lanka in New Zealand T20I Series,T20,,21,Wellington,2006-12-22,24,4,24,bat,Sri Lanka,by 18 runs,3483
2151,Sri Lanka in New Zealand T20I Series,T20,,8,Auckland,2006-12-26,24,4,24,field,New Zealand,by 5 wickets,3503
2153,West Indies in England T20I Series,T20,,237,London,2007-06-28,64,28,28,bat,West Indies,by 15 runs,323
2154,West Indies in England T20I Series,T20,,237,London,2007-06-29,64,28,28,bat,England,by 5 wickets,3544
2156,ICC World Twenty20,T20,,76,Durban,2007-09-12,59,24,24,field,New Zealand,by 9 wickets,3525
2157,ICC World Twenty20,T20,,76,Durban,2007-09-12,80,49,49,field,Pakistan,by 51 runs,388
2158,ICC World Twenty20,T20,,41,Cape Town,2007-09-12,14,82,14,bat,Zimbabwe,by 5 wickets,433
2160,ICC World Twenty20,T20,,41,Cape Town,2007-09-13,64,82,64,bat,England,by 50 runs,3429
2162,ICC World Twenty20,T20,,41,Cape Town,2007-09-14,14,64,64,bat,Australia,by 8 wickets,3492
2163,ICC World Twenty20,T20,,76,Durban,2007-09-14,47,80,80,field,"tie,3480",,
2165,ICC World Twenty20,T20,,41,Cape Town,2007-09-15,10,66,10,field,South Africa,by 7 wickets,137
2167,ICC World Twenty20,T20,,41,Cape Town,2007-09-16,14,66,14,field,Australia,by 9 wickets,3422
2168,ICC World Twenty20,T20,,41,Cape Town,2007-09-16,10,64,64,field,South Africa,by 19 runs,3462
2170,ICC World Twenty20,T20,,76,Durban,2007-09-18,64,24,64,field,New Zealand,by 5 runs,3443
2173,ICC World Twenty20,T20,,76,Durban,2007-09-19,10,24,10,field,South Africa,by 6 wickets,3458
2174,ICC World Twenty20,T20,,76,Durban,2007-09-19,64,47,47,bat,India,by 18 runs,157
2175,ICC World Twenty20,T20,,41,Cape Town,2007-09-20,14,4,14,field,Australia,by 10 wickets,3493
2176,ICC World Twenty20,T20,,41,Cape Town,2007-09-20,66,80,80,field,Pakistan,by 4 wickets,909
2177,ICC World Twenty20,T20,,76,Durban,2007-09-20,10,47,47,bat,India,by 37 runs,163
2178,ICC World Twenty20,T20,,41,Cape Town,2007-09-22,24,80,24,bat,Pakistan,by 6 wickets,3567
